axis,value,task,seed,acc,eps,support_size,support
r0,16,next-capital-letter,1,0.0,0.5828,5,capitalize-first-letter|capitalize-last-letter|lowercase-first-letter|next-item|word-length
r0,16,next-capital-letter,2,0.0,0.8383,4,capitalize-first-letter|capitalize-last-letter|lowercase-first-letter|next-item
r0,16,word-length,0,0.0,0.9554,4,person-sport|capitalize-first-letter|capitalize-last-letter|next-capital-letter
r0,16,word-length,1,0.0,0.9642,5,capitalize-last-letter|lowercase-first-letter|next-item|prev-item|next-capital-letter
r0,16,word-length,2,0.0,0.8985,5,capitalize-first-letter|capitalize-last-letter|lowercase-first-letter|prev-item|next-capital-letter
r0,16,alphabetically-first,0,0.08,0.828,5,alphabetically-last|choose-first-of-list|choose-last-of-list|choose-middle-of-list|animal-from-list
r0,16,alphabetically-first,1,0.16,0.9126,4,alphabetically-last|choose-last-of-list|choose-middle-of-list|verb-from-list
r0,16,alphabetically-first,2,0.12,0.8258,5,choose-first-of-list|choose-last-of-list|choose-middle-of-list|animal-from-list|fruit-from-list
r0,16,alphabetically-last,0,0.12,0.8852,5,alphabetically-first|choose-last-of-list|choose-middle-of-list|animal-from-list|verb-from-list
r0,16,alphabetically-last,1,0.04,0.9406,4,alphabetically-first|choose-last-of-list|choose-middle-of-list|animal-from-list
r0,16,alphabetically-last,2,0.16,0.9018,4,choose-last-of-list|choose-middle-of-list|animal-from-list|verb-from-list
r0,16,choose-first-of-list,0,0.2,0.9611,2,alphabetically-first|alphabetically-last
r0,16,choose-first-of-list,1,0.16,0.9015,3,alphabetically-first|alphabetically-last|choose-last-of-list
r0,16,choose-first-of-list,2,0.16,0.9196,5,alphabetically-first|choose-last-of-list|animal-from-list|fruit-from-list|verb-from-list
r0,16,choose-last-of-list,0,0.48,0.8819,4,alphabetically-first|alphabetically-last|choose-first-of-list|animal-from-list
r0,16,choose-last-of-list,1,0.4,0.8761,5,alphabetically-first|alphabetically-last|choose-first-of-list|animal-from-list|verb-from-list
r0,16,choose-last-of-list,2,0.52,0.9187,5,alphabetically-first|alphabetically-last|choose-first-of-list|animal-from-list|verb-from-list
r0,16,choose-middle-of-list,0,0.12,0.9129,5,alphabetically-last|choose-first-of-list|choose-last-of-list|animal-from-list|verb-from-list
r0,16,choose-middle-of-list,1,0.12,0.9376,5,alphabetically-first|alphabetically-last|choose-first-of-list|animal-from-list|verb-from-list
r0,16,choose-middle-of-list,2,0.12,0.899,3,alphabetically-first|alphabetically-last|choose-first-of-list
r0,16,animal-from-list,0,0.04,0.9667,2,alphabetically-first|choose-middle-of-list
r0,16,animal-from-list,1,0.04,0.9251,3,alphabetically-last|choose-last-of-list|fruit-from-list
r0,16,animal-from-list,2,0.04,0.8957,5,alphabetically-first|choose-first-of-list|choose-last-of-list|choose-middle-of-list|verb-from-list
r0,16,color-from-list,0,0.2,0.9248,5,alphabetically-first|alphabetically-last|choose-last-of-list|choose-middle-of-list|fruit-from-list
r0,16,color-from-list,1,0.16,0.9323,3,choose-last-of-list|choose-middle-of-list|fruit-from-list
r0,16,color-from-list,2,0.2,0.9343,4,choose-last-of-list|choose-middle-of-list|animal-from-list|fruit-from-list
r0,16,fruit-from-list,0,0.0,0.9536,2,choose-last-of-list|color-from-list
r0,16,fruit-from-list,1,0.0,0.9388,2,animal-from-list|color-from-list
r0,16,fruit-from-list,2,0.0,0.8899,4,alphabetically-first|choose-last-of-list|animal-from-list|color-from-list
r0,16,verb-from-list,0,0.04,0.9028,5,alphabetically-last|choose-first-of-list|choose-last-of-list|animal-from-list|fruit-from-list
r0,16,verb-from-list,1,0.08,0.8932,5,alphabetically-last|choose-first-of-list|choose-last-of-list|choose-middle-of-list|fruit-from-list
r0,16,verb-from-list,2,0.08,0.9245,4,alphabetically-last|choose-last-of-list|choose-middle-of-list|fruit-from-list
delta,hybrid,country-capital,0,0.96,0.8191,5,country-currency|landmark-country|park-country|product-company|synonym
delta,hybrid,country-capital,1,0.96,0.7792,3,country-currency|park-country|product-company
delta,hybrid,country-capital,2,0.96,0.8099,4,country-currency|landmark-country|park-country|product-company
delta,hybrid,country-currency,0,0.08,0.7745,4,country-capital|park-country|person-instrument|product-company
delta,hybrid,country-currency,1,0.12,0.8277,5,country-capital|park-country|person-instrument|choose-last-of-list|animal-from-list
delta,hybrid,country-currency,2,0.08,0.769,5,country-capital|park-country|person-instrument|product-company|alphabetically-first
delta,hybrid,landmark-country,0,0.6,0.6706,4,park-country|person-occupation|person-sport|product-company
delta,hybrid,landmark-country,1,0.72,0.7018,5,country-capital|country-currency|park-country|person-occupation|product-company
delta,hybrid,landmark-country,2,0.68,0.6345,4,park-country|person-occupation|product-company|verb-from-list
delta,hybrid,park-country,0,0.68,0.7085,5,country-capital|landmark-country|person-occupation|person-instrument|product-company
delta,hybrid,park-country,1,0.8,0.6337,4,landmark-country|person-occupation|person-sport|product-company
delta,hybrid,park-country,2,0.8,0.7029,3,landmark-country|person-occupation|product-company
delta,hybrid,person-occupation,0,0.0,0.7353,4,person-sport|person-instrument|product-company|synonym
delta,hybrid,person-occupation,1,0.0,0.7442,4,person-sport|person-instrument|product-company|alphabetically-first
delta,hybrid,person-occupation,2,0.0,0.6796,5,person-sport|person-instrument|product-company|synonym|alphabetically-first
delta,hybrid,person-sport,0,0.0,0.6859,4,park-country|person-occupation|person-instrument|product-company
delta,hybrid,person-sport,1,0.0,0.6581,4,park-country|person-occupation|person-instrument|product-company
delta,hybrid,person-sport,2,0.0,0.7112,5,country-currency|park-country|person-occupation|person-instrument|product-company
delta,hybrid,person-instrument,0,0.0,0.8238,5,park-country|person-occupation|person-sport|product-company|alphabetically-last
delta,hybrid,person-instrument,1,0.0,0.7986,4,person-occupation|person-sport|product-company|word-length
delta,hybrid,person-instrument,2,0.0,0.8695,3,person-occupation|person-sport|product-company
delta,hybrid,product-company,0,0.36,0.8211,5,landmark-country|park-country|person-occupation|person-sport|person-instrument
delta,hybrid,product-company,1,0.36,0.8428,5,landmark-country|park-country|person-occupation|person-sport|person-instrument
delta,hybrid,product-company,2,0.24,0.828,5,country-currency|landmark-country|park-country|person-occupation|person-instrument
delta,hybrid,antonym,0,0.64,0.8232,4,synonym|english-french|next-item|prev-item
delta,hybrid,antonym,1,0.56,0.856,3,synonym|next-item|prev-item
delta,hybrid,antonym,2,0.48,0.8233,5,synonym|capitalize|english-french|next-item|prev-item
delta,hybrid,synonym,0,0.56,0.8691,4,antonym|english-french|english-german|alphabetically-first
delta,hybrid,synonym,1,0.64,0.8205,3,antonym|english-french|english-german
delta,hybrid,synonym,2,0.6,0.8349,5,antonym|english-french|english-german|alphabetically-first|verb-from-list
delta,hybrid,present-past,0,0.88,0.7811,4,singular-plural|capitalize|english-french|english-german
delta,hybrid,present-past,1,0.88,0.7338,4,singular-plural|capitalize|english-french|english-german
delta,hybrid,present-past,2,0.92,0.7079,5,singular-plural|capitalize|english-french|english-german|english-spanish
delta,hybrid,singular-plural,0,0.96,0.6987,3,present-past|capitalize|english-french
delta,hybrid,singular-plural,1,0.96,0.7011,5,present-past|capitalize|english-french|english-german|english-spanish
delta,hybrid,singular-plural,2,0.96,0.694,3,present-past|capitalize|english-french
delta,hybrid,capitalize,0,0.96,0.8525,4,present-past|singular-plural|capitalize-first-letter|lowercase-first-letter
delta,hybrid,capitalize,1,1.0,0.8905,4,present-past|singular-plural|capitalize-first-letter|lowercase-first-letter
delta,hybrid,capitalize,2,1.0,0.8424,4,present-past|singular-plural|capitalize-first-letter|lowercase-first-letter
delta,hybrid,capitalize-first-letter,0,0.16,0.5373,5,capitalize|capitalize-last-letter|lowercase-first-letter|next-capital-letter|word-length
delta,hybrid,capitalize-first-letter,1,0.24,0.5228,4,capitalize-last-letter|lowercase-first-letter|next-capital-letter|word-length
delta,hybrid,capitalize-first-letter,2,0.04,0.5568,4,capitalize-last-letter|lowercase-first-letter|next-capital-letter|word-length
delta,hybrid,capitalize-last-letter,0,0.0,0.74,4,capitalize-first-letter|lowercase-first-letter|next-capital-letter|word-length
delta,hybrid,capitalize-last-letter,1,0.0,0.8997,3,capitalize-first-letter|lowercase-first-letter|next-capital-letter
delta,hybrid,capitalize-last-letter,2,0.0,0.7561,4,capitalize-first-letter|lowercase-first-letter|prev-item|next-capital-letter
delta,hybrid,lowercase-first-letter,0,0.52,0.5715,2,capitalize-first-letter|capitalize-last-letter
delta,hybrid,lowercase-first-letter,1,0.48,0.5773,3,capitalize-first-letter|capitalize-last-letter|prev-item
delta,hybrid,lowercase-first-letter,2,0.6,0.5785,5,capitalize-first-letter|capitalize-last-letter|next-item|next-capital-letter|word-length
delta,hybrid,english-french,0,0.56,0.6764,3,synonym|english-german|english-spanish
delta,hybrid,english-french,1,0.08,0.6328,5,english-german|english-spanish|alphabetically-first|choose-first-of-list|animal-from-list
delta,hybrid,english-french,2,0.56,0.7607,4,present-past|english-german|english-spanish|choose-middle-of-list
delta,hybrid,english-german,0,0.28,0.6108,3,english-french|english-spanish|choose-first-of-list
delta,hybrid,english-german,1,0.44,0.6685,4,synonym|capitalize|english-french|english-spanish
delta,hybrid,english-german,2,0.08,0.6226,5,synonym|english-french|english-spanish|alphabetically-first|choose-first-of-list
delta,hybrid,english-spanish,0,0.44,0.5898,4,english-french|english-german|alphabetically-first|animal-from-list
delta,hybrid,english-spanish,1,0.56,0.5558,5,country-currency|synonym|english-french|english-german|choose-middle-of-list
delta,hybrid,english-spanish,2,0.76,0.6274,2,english-french|english-german
delta,hybrid,next-item,0,0.48,0.6677,4,antonym|capitalize-last-letter|english-spanish|prev-item
delta,hybrid,next-item,1,0.56,0.6874,2,present-past|prev-item
delta,hybrid,next-item,2,0.56,0.6468,4,antonym|capitalize-last-letter|prev-item|color-from-list
delta,hybrid,prev-item,0,0.4,0.6934,3,antonym|lowercase-first-letter|next-item
delta,hybrid,prev-item,1,0.64,0.7386,4,lowercase-first-letter|next-item|next-capital-letter|word-length
delta,hybrid,prev-item,2,0.32,0.689,5,antonym|capitalize|lowercase-first-letter|next-item|alphabetically-last
delta,hybrid,next-capital-letter,0,0.0,0.7823,5,capitalize|capitalize-first-letter|capitalize-last-letter|lowercase-first-letter|word-length
delta,hybrid,next-capital-letter,1,0.0,0.5036,5,capitalize-first-letter|capitalize-last-letter|lowercase-first-letter|next-item|word-length
delta,hybrid,next-capital-letter,2,0.0,0.804,5,capitalize-first-letter|capitalize-last-letter|lowercase-first-letter|next-item|word-length
delta,hybrid,word-length,0,0.0,0.954,3,capitalize-first-letter|capitalize-last-letter|next-capital-letter
delta,hybrid,word-length,1,0.0,0.939,5,person-instrument|capitalize-last-letter|lowercase-first-letter|prev-item|next-capital-letter
delta,hybrid,word-length,2,0.0,0.8873,4,capitalize-first-letter|capitalize-last-letter|lowercase-first-letter|next-capital-letter
delta,hybrid,alphabetically-first,0,0.2,0.5188,5,alphabetically-last|choose-last-of-list|choose-middle-of-list|animal-from-list|verb-from-list
delta,hybrid,alphabetically-first,1,0.36,0.5848,4,alphabetically-last|choose-last-of-list|choose-middle-of-list|verb-from-list
delta,hybrid,alphabetically-first,2,0.2,0.528,4,alphabetically-last|choose-last-of-list|choose-middle-of-list|animal-from-list
delta,hybrid,alphabetically-last,0,0.24,0.506,5,alphabetically-first|choose-last-of-list|choose-middle-of-list|animal-from-list|verb-from-list
delta,hybrid,alphabetically-last,1,0.28,0.5751,5,alphabetically-first|choose-last-of-list|choose-middle-of-list|animal-from-list|verb-from-list
delta,hybrid,alphabetically-last,2,0.32,0.5703,5,alphabetically-first|choose-last-of-list|choose-middle-of-list|animal-from-list|verb-from-list
delta,hybrid,choose-first-of-list,0,0.48,0.6565,4,alphabetically-first|alphabetically-last|choose-middle-of-list|verb-from-list
delta,hybrid,choose-first-of-list,1,0.56,0.7029,5,alphabetically-first|alphabetically-last|choose-middle-of-list|animal-from-list|fruit-from-list
delta,hybrid,choose-first-of-list,2,0.56,0.6633,5,alphabetically-first|alphabetically-last|choose-middle-of-list|animal-from-list|verb-from-list
delta,hybrid,choose-last-of-list,0,0.4,0.6485,5,alphabetically-first|alphabetically-last|choose-first-of-list|choose-middle-of-list|verb-from-list
delta,hybrid,choose-last-of-list,1,0.28,0.5367,5,alphabetically-first|alphabetically-last|choose-middle-of-list|animal-from-list|verb-from-list
delta,hybrid,choose-last-of-list,2,0.4,0.616,4,alphabetically-first|alphabetically-last|choose-middle-of-list|verb-from-list
delta,hybrid,choose-middle-of-list,0,0.16,0.5787,5,alphabetically-first|alphabetically-last|choose-last-of-list|animal-from-list|verb-from-list
delta,hybrid,choose-middle-of-list,1,0.2,0.5732,5,alphabetically-first|alphabetically-last|choose-last-of-list|fruit-from-list|verb-from-list
delta,hybrid,choose-middle-of-list,2,0.12,0.5664,5,alphabetically-first|alphabetically-last|choose-first-of-list|choose-last-of-list|verb-from-list
delta,hybrid,animal-from-list,0,0.52,0.6299,5,alphabetically-first|choose-first-of-list|choose-middle-of-list|color-from-list|fruit-from-list
delta,hybrid,animal-from-list,1,0.48,0.6152,5,alphabetically-last|choose-last-of-list|choose-middle-of-list|color-from-list|fruit-from-list
delta,hybrid,animal-from-list,2,0.24,0.6765,4,alphabetically-first|alphabetically-last|choose-middle-of-list|color-from-list
delta,hybrid,color-from-list,0,0.64,0.7799,5,alphabetically-first|alphabetically-last|choose-last-of-list|choose-middle-of-list|fruit-from-list
delta,hybrid,color-from-list,1,0.52,0.6881,3,choose-middle-of-list|animal-from-list|fruit-from-list
delta,hybrid,color-from-list,2,0.72,0.6649,5,alphabetically-first|choose-first-of-list|choose-middle-of-list|animal-from-list|fruit-from-list
delta,hybrid,fruit-from-list,0,0.6,0.5665,5,alphabetically-first|choose-last-of-list|choose-middle-of-list|animal-from-list|color-from-list
delta,hybrid,fruit-from-list,1,0.6,0.5798,4,alphabetically-last|choose-last-of-list|animal-from-list|color-from-list
delta,hybrid,fruit-from-list,2,0.48,0.5585,4,choose-last-of-list|choose-middle-of-list|animal-from-list|color-from-list
delta,hybrid,verb-from-list,0,0.44,0.6041,5,alphabetically-first|alphabetically-last|choose-first-of-list|choose-last-of-list|choose-middle-of-list
delta,hybrid,verb-from-list,1,0.36,0.6319,4,alphabetically-last|choose-first-of-list|choose-last-of-list|choose-middle-of-list
delta,hybrid,verb-from-list,2,0.36,0.6128,5,alphabetically-first|alphabetically-last|choose-first-of-list|choose-last-of-list|choose-middle-of-list
delta,recon,country-capital,0,0.0,0.8191,5,country-currency|landmark-country|park-country|product-company|synonym
delta,recon,country-capital,1,0.0,0.7792,3,country-currency|park-country|product-company
delta,recon,country-capital,2,0.0,0.8099,4,country-currency|landmark-country|park-country|product-company
delta,recon,country-currency,0,0.0,0.7745,4,country-capital|park-country|person-instrument|product-company
delta,recon,country-currency,1,0.0,0.8277,5,country-capital|park-country|person-instrument|choose-last-of-list|animal-from-list
delta,recon,country-currency,2,0.0,0.769,5,country-capital|park-country|person-instrument|product-company|alphabetically-first
delta,recon,landmark-country,0,0.64,0.6706,4,park-country|person-occupation|person-sport|product-company
delta,recon,landmark-country,1,0.72,0.7018,5,country-capital|country-currency|park-country|person-occupation|product-company
delta,recon,landmark-country,2,0.72,0.6345,4,park-country|person-occupation|product-company|verb-from-list
delta,recon,park-country,0,0.76,0.7085,5,country-capital|landmark-country|person-occupation|person-instrument|product-company
delta,recon,park-country,1,0.8,0.6337,4,landmark-country|person-occupation|person-sport|product-company
delta,recon,park-country,2,0.76,0.7029,3,landmark-country|person-occupation|product-company
delta,recon,person-occupation,0,0.0,0.7353,4,person-sport|person-instrument|product-company|synonym
delta,recon,person-occupation,1,0.0,0.7442,4,person-sport|person-instrument|product-company|alphabetically-first
delta,recon,person-occupation,2,0.04,0.6796,5,person-sport|person-instrument|product-company|synonym|alphabetically-first
delta,recon,person-sport,0,0.0,0.6859,4,park-country|person-occupation|person-instrument|product-company
delta,recon,person-sport,1,0.0,0.6581,4,park-country|person-occupation|person-instrument|product-company
delta,recon,person-sport,2,0.0,0.7112,5,country-currency|park-country|person-occupation|person-instrument|product-company
delta,recon,person-instrument,0,0.04,0.8238,5,park-country|person-occupation|person-sport|product-company|alphabetically-last
delta,recon,person-instrument,1,0.0,0.7986,4,person-occupation|person-sport|product-company|word-length
delta,recon,person-instrument,2,0.0,0.8695,3,person-occupation|person-sport|product-company
delta,recon,product-company,0,0.36,0.8211,5,landmark-country|park-country|person-occupation|person-sport|person-instrument
delta,recon,product-company,1,0.4,0.8428,5,landmark-country|park-country|person-occupation|person-sport|person-instrument
delta,recon,product-company,2,0.28,0.828,5,country-currency|landmark-country|park-country|person-occupation|person-instrument
delta,recon,antonym,0,0.12,0.8232,4,synonym|english-french|next-item|prev-item
delta,recon,antonym,1,0.0,0.856,3,synonym|next-item|prev-item
delta,recon,antonym,2,0.2,0.8233,5,synonym|capitalize|english-french|next-item|prev-item
delta,recon,synonym,0,0.36,0.8691,4,antonym|english-french|english-german|alphabetically-first
delta,recon,synonym,1,0.52,0.8205,3,antonym|english-french|english-german
delta,recon,synonym,2,0.4,0.8349,5,antonym|english-french|english-german|alphabetically-first|verb-from-list
delta,recon,present-past,0,0.16,0.7811,4,singular-plural|capitalize|english-french|english-german
delta,recon,present-past,1,0.16,0.7338,4,singular-plural|capitalize|english-french|english-german
delta,recon,present-past,2,0.2,0.7079,5,singular-plural|capitalize|english-french|english-german|english-spanish
delta,recon,singular-plural,0,0.28,0.6987,3,present-past|capitalize|english-french
delta,recon,singular-plural,1,0.04,0.7011,5,present-past|capitalize|english-french|english-german|english-spanish
delta,recon,singular-plural,2,0.04,0.694,3,present-past|capitalize|english-french
delta,recon,capitalize,0,0.48,0.8525,4,present-past|singular-plural|capitalize-first-letter|lowercase-first-letter
delta,recon,capitalize,1,0.36,0.8905,4,present-past|singular-plural|capitalize-first-letter|lowercase-first-letter
delta,recon,capitalize,2,0.84,0.8424,4,present-past|singular-plural|capitalize-first-letter|lowercase-first-letter
delta,recon,capitalize-first-letter,0,0.16,0.5373,5,capitalize|capitalize-last-letter|lowercase-first-letter|next-capital-letter|word-length
delta,recon,capitalize-first-letter,1,0.36,0.5228,4,capitalize-last-letter|lowercase-first-letter|next-capital-letter|word-length
delta,recon,capitalize-first-letter,2,0.12,0.5568,4,capitalize-last-letter|lowercase-first-letter|next-capital-letter|word-length
delta,recon,capitalize-last-letter,0,0.0,0.74,4,capitalize-first-letter|lowercase-first-letter|next-capital-letter|word-length
delta,recon,capitalize-last-letter,1,0.0,0.8997,3,capitalize-first-letter|lowercase-first-letter|next-capital-letter
delta,recon,capitalize-last-letter,2,0.0,0.7561,4,capitalize-first-letter|lowercase-first-letter|prev-item|next-capital-letter
delta,recon,lowercase-first-letter,0,0.64,0.5715,2,capitalize-first-letter|capitalize-last-letter
delta,recon,lowercase-first-letter,1,0.64,0.5773,3,capitalize-first-letter|capitalize-last-letter|prev-item
delta,recon,lowercase-first-letter,2,0.6,0.5785,5,capitalize-first-letter|capitalize-last-letter|next-item|next-capital-letter|word-length
delta,recon,english-french,0,0.0,0.6764,3,synonym|english-german|english-spanish
delta,recon,english-french,1,0.0,0.6328,5,english-german|english-spanish|alphabetically-first|choose-first-of-list|animal-from-list
delta,recon,english-french,2,0.0,0.7607,4,present-past|english-german|english-spanish|choose-middle-of-list
delta,recon,english-german,0,0.0,0.6108,3,english-french|english-spanish|choose-first-of-list
delta,recon,english-german,1,0.0,0.6685,4,synonym|capitalize|english-french|english-spanish
delta,recon,english-german,2,0.0,0.6226,5,synonym|english-french|english-spanish|alphabetically-first|choose-first-of-list
delta,recon,english-spanish,0,0.0,0.5898,4,english-french|english-german|alphabetically-first|animal-from-list
delta,recon,english-spanish,1,0.0,0.5558,5,country-currency|synonym|english-french|english-german|choose-middle-of-list
delta,recon,english-spanish,2,0.0,0.6274,2,english-french|english-german
delta,recon,next-item,0,0.32,0.6677,4,antonym|capitalize-last-letter|english-spanish|prev-item
delta,recon,next-item,1,0.12,0.6874,2,present-past|prev-item
delta,recon,next-item,2,0.32,0.6468,4,antonym|capitalize-last-letter|prev-item|color-from-list
delta,recon,prev-item,0,0.0,0.6934,3,antonym|lowercase-first-letter|next-item
delta,recon,prev-item,1,0.0,0.7386,4,lowercase-first-letter|next-item|next-capital-letter|word-length
delta,recon,prev-item,2,0.0,0.689,5,antonym|capitalize|lowercase-first-letter|next-item|alphabetically-last
delta,recon,next-capital-letter,0,0.0,0.7823,5,capitalize|capitalize-first-letter|capitalize-last-letter|lowercase-first-letter|word-length
delta,recon,next-capital-letter,1,0.0,0.5036,5,capitalize-first-letter|capitalize-last-letter|lowercase-first-letter|next-item|word-length
delta,recon,next-capital-letter,2,0.0,0.804,5,capitalize-first-letter|capitalize-last-letter|lowercase-first-letter|next-item|word-length
delta,recon,word-length,0,0.0,0.954,3,capitalize-first-letter|capitalize-last-letter|next-capital-letter
delta,recon,word-length,1,0.0,0.939,5,person-instrument|capitalize-last-letter|lowercase-first-letter|prev-item|next-capital-letter
delta,recon,word-length,2,0.0,0.8873,4,capitalize-first-letter|capitalize-last-letter|lowercase-first-letter|next-capital-letter
delta,recon,alphabetically-first,0,0.2,0.5188,5,alphabetically-last|choose-last-of-list|choose-middle-of-list|animal-from-list|verb-from-list
delta,recon,alphabetically-first,1,0.24,0.5848,4,alphabetically-last|choose-last-of-list|choose-middle-of-list|verb-from-list
delta,recon,alphabetically-first,2,0.28,0.528,4,alphabetically-last|choose-last-of-list|choose-middle-of-list|animal-from-list
delta,recon,alphabetically-last,0,0.2,0.506,5,alphabetically-first|choose-last-of-list|choose-middle-of-list|animal-from-list|verb-from-list
delta,recon,alphabetically-last,1,0.2,0.5751,5,alphabetically-first|choose-last-of-list|choose-middle-of-list|animal-from-list|verb-from-list
delta,recon,alphabetically-last,2,0.24,0.5703,5,alphabetically-first|choose-last-of-list|choose-middle-of-list|animal-from-list|verb-from-list
delta,recon,choose-first-of-list,0,0.44,0.6565,4,alphabetically-first|alphabetically-last|choose-middle-of-list|verb-from-list
delta,recon,choose-first-of-list,1,0.44,0.7029,5,alphabetically-first|alphabetically-last|choose-middle-of-list|animal-from-list|fruit-from-list
delta,recon,choose-first-of-list,2,0.52,0.6633,5,alphabetically-first|alphabetically-last|choose-middle-of-list|animal-from-list|verb-from-list
delta,recon,choose-last-of-list,0,0.16,0.6485,5,alphabetically-first|alphabetically-last|choose-first-of-list|choose-middle-of-list|verb-from-list
delta,recon,choose-last-of-list,1,0.2,0.5367,5,alphabetically-first|alphabetically-last|choose-middle-of-list|animal-from-list|verb-from-list
delta,recon,choose-last-of-list,2,0.2,0.616,4,alphabetically-first|alphabetically-last|choose-middle-of-list|verb-from-list
delta,recon,choose-middle-of-list,0,0.12,0.5787,5,alphabetically-first|alphabetically-last|choose-last-of-list|animal-from-list|verb-from-list
delta,recon,choose-middle-of-list,1,0.08,0.5732,5,alphabetically-first|alphabetically-last|choose-last-of-list|fruit-from-list|verb-from-list
delta,recon,choose-middle-of-list,2,0.08,0.5664,5,alphabetically-first|alphabetically-last|choose-first-of-list|choose-last-of-list|verb-from-list
delta,recon,animal-from-list,0,0.4,0.6299,5,alphabetically-first|choose-first-of-list|choose-middle-of-list|color-from-list|fruit-from-list
delta,recon,animal-from-list,1,0.2,0.6152,5,alphabetically-last|choose-last-of-list|choose-middle-of-list|color-from-list|fruit-from-list
delta,recon,animal-from-list,2,0.28,0.6765,4,alphabetically-first|alphabetically-last|choose-middle-of-list|color-from-list
delta,recon,color-from-list,0,0.44,0.7799,5,alphabetically-first|alphabetically-last|choose-last-of-list|choose-middle-of-list|fruit-from-list
delta,recon,color-from-list,1,0.48,0.6881,3,choose-middle-of-list|animal-from-list|fruit-from-list
delta,recon,color-from-list,2,0.52,0.6649,5,alphabetically-first|choose-first-of-list|choose-middle-of-list|animal-from-list|fruit-from-list
delta,recon,fruit-from-list,0,0.4,0.5665,5,alphabetically-first|choose-last-of-list|choose-middle-of-list|animal-from-list|color-from-list
delta,recon,fruit-from-list,1,0.36,0.5798,4,alphabetically-last|choose-last-of-list|animal-from-list|color-from-list
delta,recon,fruit-from-list,2,0.36,0.5585,4,choose-last-of-list|choose-middle-of-list|animal-from-list|color-from-list
delta,recon,verb-from-list,0,0.4,0.6041,5,alphabetically-first|alphabetically-last|choose-first-of-list|choose-last-of-list|choose-middle-of-list
delta,recon,verb-from-list,1,0.4,0.6319,4,alphabetically-last|choose-first-of-list|choose-last-of-list|choose-middle-of-list
delta,recon,verb-from-list,2,0.36,0.6128,5,alphabetically-first|alphabetically-last|choose-first-of-list|choose-last-of-list|choose-middle-of-list
delta,blend,country-capital,0,0.0,0.8191,5,country-currency|landmark-country|park-country|product-company|synonym
delta,blend,country-capital,1,0.0,0.7792,3,country-currency|park-country|product-company
delta,blend,country-capital,2,0.0,0.8099,4,country-currency|landmark-country|park-country|product-company
delta,blend,country-currency,0,0.0,0.7745,4,country-capital|park-country|person-instrument|product-company
delta,blend,country-currency,1,0.0,0.8277,5,country-capital|park-country|person-instrument|choose-last-of-list|animal-from-list
delta,blend,country-currency,2,0.0,0.769,5,country-capital|park-country|person-instrument|product-company|alphabetically-first
delta,blend,landmark-country,0,0.72,0.6706,4,park-country|person-occupation|person-sport|product-company
delta,blend,landmark-country,1,0.72,0.7018,5,country-capital|country-currency|park-country|person-occupation|product-company
delta,blend,landmark-country,2,0.72,0.6345,4,park-country|person-occupation|product-company|verb-from-list
delta,blend,park-country,0,0.72,0.7085,5,country-capital|landmark-country|person-occupation|person-instrument|product-company
delta,blend,park-country,1,0.76,0.6337,4,landmark-country|person-occupation|person-sport|product-company
delta,blend,park-country,2,0.76,0.7029,3,landmark-country|person-occupation|product-company
delta,blend,person-occupation,0,0.04,0.7353,4,person-sport|person-instrument|product-company|synonym
delta,blend,person-occupation,1,0.04,0.7442,4,person-sport|person-instrument|product-company|alphabetically-first
delta,blend,person-occupation,2,0.04,0.6796,5,person-sport|person-instrument|product-company|synonym|alphabetically-first
delta,blend,person-sport,0,0.0,0.6859,4,park-country|person-occupation|person-instrument|product-company
delta,blend,person-sport,1,0.04,0.6581,4,park-country|person-occupation|person-instrument|product-company
delta,blend,person-sport,2,0.04,0.7112,5,country-currency|park-country|person-occupation|person-instrument|product-company
delta,blend,person-instrument,0,0.04,0.8238,5,park-country|person-occupation|person-sport|product-company|alphabetically-last
delta,blend,person-instrument,1,0.04,0.7986,4,person-occupation|person-sport|product-company|word-length
delta,blend,person-instrument,2,0.0,0.8695,3,person-occupation|person-sport|product-company
delta,blend,product-company,0,0.24,0.8211,5,landmark-country|park-country|person-occupation|person-sport|person-instrument
delta,blend,product-company,1,0.2,0.8428,5,landmark-country|park-country|person-occupation|person-sport|person-instrument
delta,blend,product-company,2,0.24,0.828,5,country-currency|landmark-country|park-country|person-occupation|person-instrument
delta,blend,antonym,0,0.0,0.8232,4,synonym|english-french|next-item|prev-item
delta,blend,antonym,1,0.0,0.856,3,synonym|next-item|prev-item
delta,blend,antonym,2,0.0,0.8233,5,synonym|capitalize|english-french|next-item|prev-item
delta,blend,synonym,0,0.2,0.8691,4,antonym|english-french|english-german|alphabetically-first
delta,blend,synonym,1,0.44,0.8205,3,antonym|english-french|english-german
delta,blend,synonym,2,0.28,0.8349,5,antonym|english-french|english-german|alphabetically-first|verb-from-list
delta,blend,present-past,0,0.04,0.7811,4,singular-plural|capitalize|english-french|english-german
delta,blend,present-past,1,0.04,0.7338,4,singular-plural|capitalize|english-french|english-german
delta,blend,present-past,2,0.04,0.7079,5,singular-plural|capitalize|english-french|english-german|english-spanish
delta,blend,singular-plural,0,0.2,0.6987,3,present-past|capitalize|english-french
delta,blend,singular-plural,1,0.04,0.7011,5,present-past|capitalize|english-french|english-german|english-spanish
delta,blend,singular-plural,2,0.12,0.694,3,present-past|capitalize|english-french
